TIME_TO_CARRY,TIME_TO_DELIVER_ORDER,COMPARE_ESTIMATED_TO_DELIVERED_TIME,ESTIMATED_TIME_TO_DELIVERY,ORDER_PURCHASE_YEAR,ORDER_PURCHASE_MONTH,ORDER_PURCHASE_DAY,ORDER_PURCHASE_WEEKDAY
0,10,10,20,2017,8,4,Friday
1,7,7,14,2017,8,3,Thursday
4,12,19,31,2018,6,22,Friday
1,16,14,30,2017,10,9,Monday
1,25,-3,22,2018,3,21,Wednseday
0,6,23,29,2018,5,15,Tuesday
6,12,9,21,2017,12,22,Friday
2,3,5,8,2018,5,8,Tuesday
4,20,2,22,2017,10,19,Thursday
1,10,10,20,2017,9,1,Friday
2,5,12,17,2018,8,11,Saturday
1,2,10,12,2018,6,13,Wednseday
5,3,26,29,2017,8,7,Monday
2,33,2,35,2018,4,2,Monday
1,37,2,39,2017,10,9,Monday
4,6,6,12,2018,8,16,Thursday
4,25,3,28,2018,3,22,Thursday
3,9,21,30,2017,5,20,Saturday
3,17,10,27,2017,5,6,Saturday
8,22,3,25,2017,10,30,Monday
6,11,13,24,2017,12,5,Tuesday
1,9,13,22,2017,4,10,Monday
2,8,13,21,2018,7,16,Monday
3,10,11,21,2017,4,24,Monday
3,13,9,22,2018,3,11,Sunday
1,11,11,22,2018,2,14,Wednseday
5,12,19,31,2018,4,7,Saturday
3,12,22,34,2018,4,20,Friday
4,24,-2,22,2018,2,26,Monday
1,14,13,27,2017,2,7,Tuesday
7,12,21,33,2018,4,13,Friday
2,9,21,30,2017,12,9,Saturday
3,10,9,19,2017,7,2,Sunday
2,3,12,15,2018,7,30,Monday
1,12,11,23,2017,6,7,Wednseday
1,18,0,18,2018,3,8,Thursday
2,9,13,22,2018,3,27,Tuesday
2,9,14,23,2018,1,17,Wednseday
4,12,15,27,2018,2,10,Saturday
3,12,7,19,2017,9,2,Saturday
3,13,14,27,2017,10,3,Tuesday
4,22,6,28,2017,11,30,Thursday
0,8,11,19,2018,7,20,Friday
2,3,12,15,2018,3,26,Monday
1,2,6,8,2018,5,15,Tuesday
0,3,15,18,2017,12,1,Friday
7,17,10,27,2018,7,25,Wednseday
2,16,21,37,2017,8,15,Tuesday
4,7,27,34,2018,6,1,Friday
3,9,4,13,2018,8,11,Saturday
1,36,16,52,2017,9,25,Monday
3,8,20,28,2018,1,12,Friday
0,7,16,23,2017,6,14,Wednseday
4,19,12,31,2018,4,20,Friday
0,9,13,22,2017,10,10,Tuesday
1,11,17,28,2017,11,16,Thursday
1,59,-36,23,2018,2,21,Wednseday
2,3,12,15,2018,6,19,Tuesday
1,4,25,29,2017,1,22,Sunday
2,6,10,16,2018,2,28,Wednseday
0,3,11,14,2017,11,10,Friday
3,4,11,15,2018,6,18,Monday
7,14,18,32,2017,9,11,Monday
0,3,19,22,2017,9,25,Monday
3,4,12,16,2018,8,12,Sunday
2,24,5,29,2017,12,12,Tuesday
7,19,7,26,2017,5,31,Wednseday
2,6,13,19,2018,8,1,Wednseday
3,19,3,22,2017,11,19,Sunday
1,8,18,26,2017,12,20,Wednseday
3,9,16,25,2018,1,15,Monday
4,5,19,24,2018,6,29,Friday
2,4,15,19,2017,8,27,Sunday
3,11,12,23,2017,6,5,Monday
1,8,37,45,2017,1,16,Monday
4,5,3,8,2018,5,17,Thursday
1,12,24,36,2017,5,28,Sunday
3,13,7,20,2017,5,9,Tuesday
4,15,14,29,2017,7,27,Thursday
0,5,25,30,2018,6,13,Wednseday
4,31,3,34,2017,7,28,Friday
2,14,21,35,2017,5,2,Tuesday
1,3,7,10,2018,5,15,Tuesday
1,2,15,17,2018,4,22,Sunday
6,9,8,17,2018,3,27,Tuesday
4,8,11,19,2017,12,8,Friday
2,9,17,26,2017,9,30,Saturday
1,6,14,20,2017,5,17,Wednseday
5,21,34,55,2016,10,5,Wednseday
12,32,11,43,2018,3,1,Thursday
4,11,15,26,2018,4,14,Saturday
0,10,14,24,2017,7,21,Friday
7,9,9,18,2018,8,6,Monday
3,12,20,32,2017,12,8,Friday
1,11,18,29,2017,9,21,Thursday
2,9,9,18,2017,7,24,Monday
2,3,12,15,2018,7,23,Monday
3,15,9,24,2018,7,21,Saturday
5,13,12,25,2017,8,31,Thursday
0,6,15,21,2018,6,27,Wednseday
3,5,11,16,2017,11,11,Saturday
1,8,21,29,2018,6,17,Sunday
1,13,11,24,2018,4,24,Tuesday
0,12,13,25,2017,6,29,Thursday
1,29,3,32,2017,7,24,Monday
2,14,14,28,2017,9,19,Tuesday
6,10,12,22,2018,1,31,Wednseday
1,4,12,16,2018,8,26,Sunday
5,18,8,26,2018,2,10,Saturday
3,5,9,14,2017,11,24,Friday
4,9,6,15,2017,11,13,Monday
1,2,10,12,2018,6,14,Thursday
1,6,28,34,2018,5,16,Wednseday
3,8,14,22,2017,3,12,Sunday
1,28,-7,21,2018,3,7,Wednseday
4,5,11,16,2017,11,25,Saturday
4,11,11,22,2018,2,12,Monday
2,18,1,19,2018,3,17,Saturday
4,7,4,11,2017,7,24,Monday
16,17,18,35,2018,2,6,Tuesday
3,11,13,24,2017,2,26,Sunday
5,14,19,33,2017,12,6,Wednseday
2,8,8,16,2018,5,8,Tuesday
4,10,8,18,2017,8,18,Friday
12,15,1,16,2018,4,29,Sunday
6,14,11,25,2017,11,10,Friday
3,9,16,25,2017,12,17,Sunday
2,14,13,27,2017,12,26,Tuesday
2,11,16,27,2017,9,26,Tuesday
11,14,3,17,2018,3,4,Sunday
5,19,0,19,2018,2,25,Sunday
2,6,27,33,2018,4,21,Saturday
1,2,9,11,2018,3,26,Monday
0,8,17,25,2017,6,5,Monday
4,20,10,30,2018,1,27,Saturday
1,5,16,21,2017,7,12,Wednseday
4,13,14,27,2017,8,3,Thursday
1,21,-1,20,2018,3,27,Tuesday
4,26,7,33,2017,11,24,Friday
1,15,6,21,2018,5,22,Tuesday
2,9,12,21,2018,1,16,Tuesday
3,22,11,33,2017,10,1,Sunday
1,8,14,22,2017,8,1,Tuesday
2,6,10,16,2018,7,25,Wednseday
3,25,12,37,2017,6,3,Saturday
3,7,7,14,2018,2,27,Tuesday
4,11,29,40,2018,6,7,Thursday
1,10,19,29,2018,2,6,Tuesday
4,11,10,21,2018,2,15,Thursday
1,8,6,14,2017,11,10,Friday
1,5,22,27,2017,1,26,Thursday
2,11,11,22,2017,11,28,Tuesday
0,14,31,45,2017,1,31,Tuesday
1,4,20,24,2017,4,2,Sunday
1,4,0,4,2018,7,29,Sunday
2,17,6,23,2017,12,4,Monday
10,13,11,24,2017,9,2,Saturday
7,16,7,23,2017,9,20,Wednseday
5,12,10,22,2017,7,5,Wednseday
4,5,10,15,2018,7,1,Sunday
3,26,-2,24,2017,11,24,Friday
1,7,15,22,2017,7,25,Tuesday
3,17,16,33,2017,10,8,Sunday
2,24,-5,19,2018,2,25,Sunday
20,29,14,43,2017,1,18,Wednseday
1,7,25,32,2018,6,21,Thursday
2,7,13,20,2017,7,25,Tuesday
3,4,2,6,2018,8,17,Friday
5,17,14,31,2017,8,19,Saturday
4,17,3,20,2017,11,24,Friday
1,12,18,30,2017,3,8,Wednseday
1,10,8,18,2018,3,5,Monday
5,15,6,21,2017,11,3,Friday
5,7,13,20,2017,11,24,Friday
3,9,7,16,2018,3,7,Wednseday
1,9,17,26,2018,4,25,Wednseday
1,6,4,10,2018,8,21,Tuesday
2,8,14,22,2018,1,29,Monday
4,10,10,20,2017,11,24,Friday
1,7,20,27,2018,1,25,Thursday
3,5,22,27,2017,12,8,Friday
1,2,8,10,2018,4,2,Monday
1,13,9,22,2018,4,24,Tuesday
1,11,21,32,2017,11,24,Friday
1,2,2,4,2018,8,26,Sunday
1,8,15,23,2017,6,6,Tuesday
4,26,-6,20,2018,3,30,Friday
2,20,8,28,2018,1,3,Wednseday
2,7,10,17,2018,6,18,Monday
3,4,10,14,2017,11,27,Monday
0,11,16,27,2018,3,1,Thursday
1,9,6,15,2018,4,25,Wednseday
1,14,24,38,2018,5,14,Monday
1,2,15,17,2017,10,17,Tuesday
6,14,20,34,2017,11,30,Thursday
4,22,-4,18,2018,3,5,Monday
5,21,3,24,2018,5,11,Friday
1,7,13,20,2017,5,11,Thursday
1,7,16,23,2017,6,12,Monday
2,10,16,26,2018,1,27,Saturday
4,19,7,26,2017,4,30,Sunday
1,3,10,13,2017,9,5,Tuesday
2,9,16,25,2018,8,4,Saturday
1,8,11,19,2018,7,19,Thursday
0,7,14,21,2017,9,6,Wednseday
0,4,10,14,2018,6,29,Friday
5,8,31,39,2017,1,26,Thursday
9,15,9,24,2017,10,17,Tuesday
5,32,-1,31,2018,2,3,Saturday
1,3,25,28,2018,6,25,Monday
4,17,8,25,2018,3,23,Friday
2,5,7,12,2017,10,18,Wednseday
2,17,12,29,2017,5,14,Sunday
3,20,7,27,2017,12,16,Saturday
6,8,13,21,2018,1,17,Wednseday
2,16,5,21,2017,3,20,Monday
3,6,11,17,2018,4,6,Friday
1,13,29,42,2018,6,6,Wednseday
0,7,16,23,2017,11,21,Tuesday
1,8,14,22,2017,7,18,Tuesday
2,13,20,33,2018,8,15,Wednseday
5,13,14,27,2017,12,14,Thursday
10,14,10,24,2018,1,15,Monday
2,6,17,23,2017,3,11,Saturday
2,22,13,35,2017,7,18,Tuesday
4,29,-8,21,2018,2,26,Monday
3,5,5,10,2018,8,4,Saturday
6,14,7,21,2017,5,4,Thursday
2,34,-11,23,2018,3,4,Sunday
1,8,28,36,2018,6,10,Sunday
6,13,35,48,2018,6,5,Tuesday
1,2,14,16,2018,4,11,Wednseday
2,8,10,18,2017,10,22,Sunday
3,10,22,32,2018,5,27,Sunday
2,12,-3,9,2018,5,20,Sunday
2,21,11,32,2017,7,31,Monday
0,2,10,12,2017,11,22,Wednseday
4,19,5,24,2018,2,17,Saturday
5,6,9,15,2017,9,6,Wednseday
1,2,12,14,2017,9,19,Tuesday
2,6,14,20,2017,7,5,Wednseday
1,2,14,16,2018,5,6,Sunday
5,24,12,36,2018,4,2,Monday
2,8,29,37,2018,7,25,Wednseday
2,11,14,25,2017,12,10,Sunday
2,16,5,21,2017,5,3,Wednseday
1,2,25,27,2018,3,15,Thursday
2,14,17,31,2018,2,6,Tuesday
3,11,9,20,2017,11,24,Friday
2,24,-1,23,2018,3,3,Saturday
6,15,9,24,2018,2,13,Tuesday
2,9,13,22,2017,7,3,Monday
3,17,12,29,2018,5,6,Sunday
6,8,8,16,2018,1,3,Wednseday
4,8,18,26,2017,11,12,Sunday
1,6,10,16,2017,12,5,Tuesday
3,13,14,27,2018,2,2,Friday
3,4,25,29,2017,5,23,Tuesday
5,28,-3,25,2018,3,8,Thursday
2,12,23,35,2018,1,10,Wednseday
1,23,6,29,2018,2,5,Monday
1,13,15,28,2018,1,4,Thursday
0,21,-7,14,2018,7,25,Wednseday
1,7,20,27,2018,4,26,Thursday
8,16,21,37,2018,7,16,Monday
11,19,0,19,2018,8,5,Sunday
1,32,-5,27,2017,11,24,Friday
1,3,12,15,2018,1,23,Tuesday
0,4,9,13,2017,6,22,Thursday
1,9,13,22,2018,7,4,Wednseday
17,26,-4,22,2018,2,25,Sunday
2,45,-11,34,2017,9,19,Tuesday
5,6,3,9,2018,5,16,Wednseday
3,5,23,28,2018,4,13,Friday
7,19,0,19,2018,5,2,Wednseday
3,6,19,25,2017,3,31,Friday
1,6,2,8,2018,8,14,Tuesday
1,27,-1,26,2018,4,26,Thursday
1,19,6,25,2018,2,1,Thursday
1,17,33,50,2018,5,27,Sunday
3,4,6,10,2018,7,29,Sunday
7,16,13,29,2017,7,19,Wednseday
2,14,11,25,2018,1,15,Monday
1,2,8,10,2018,3,19,Monday
5,11,13,24,2018,2,9,Friday
7,8,3,11,2017,7,24,Monday
0,1,2,3,2018,8,13,Monday
1,5,10,15,2018,1,24,Wednseday
4,7,13,20,2018,7,26,Thursday
4,17,14,31,2017,2,17,Friday
3,11,8,19,2018,3,23,Friday
2,8,14,22,2018,1,16,Tuesday
12,17,0,17,2017,11,24,Friday
2,2,9,11,2017,7,24,Monday
1,12,11,23,2018,6,27,Wednseday
1,8,20,28,2018,8,16,Thursday
14,29,-5,24,2017,5,1,Monday
1,11,30,41,2017,1,19,Thursday
10,11,1,12,2018,8,19,Sunday
0,1,2,3,2018,8,6,Monday
2,4,17,21,2018,4,2,Monday
2,11,0,11,2017,10,9,Monday
2,13,7,20,2018,7,14,Saturday
0,19,22,41,2018,5,9,Wednseday
4,6,7,13,2017,6,22,Thursday
1,14,10,24,2018,2,6,Tuesday
1,2,11,13,2018,7,4,Wednseday
0,8,28,36,2017,12,14,Thursday
2,8,21,29,2018,7,2,Monday
4,11,18,29,2018,1,21,Sunday
7,14,22,36,2018,8,7,Tuesday
4,11,9,20,2018,7,20,Friday
1,3,8,11,2018,3,4,Sunday
2,5,13,18,2018,7,21,Saturday
1,6,11,17,2017,9,12,Tuesday
2,7,30,37,2018,7,23,Monday
2,5,16,21,2017,5,31,Wednseday
5,19,13,32,2017,12,22,Friday
1,27,7,34,2018,3,27,Tuesday
2,13,13,26,2017,10,1,Sunday
2,7,15,22,2017,9,11,Monday
0,6,22,28,2017,5,16,Tuesday
2,34,2,36,2018,5,30,Wednseday
2,8,24,32,2018,7,22,Sunday
6,40,-17,23,2018,3,4,Sunday
1,11,20,31,2017,6,5,Monday
4,39,-7,32,2018,1,13,Saturday
6,7,5,12,2018,4,5,Thursday
0,7,15,22,2018,4,30,Monday
1,8,11,19,2017,10,26,Thursday
3,10,19,29,2017,6,13,Tuesday
2,7,13,20,2018,5,15,Tuesday
1,9,14,23,2017,7,2,Sunday
3,15,17,32,2017,9,24,Sunday
4,15,7,22,2017,5,1,Monday
1,6,11,17,2018,8,24,Friday
4,7,12,19,2018,5,11,Friday
3,12,21,33,2018,6,23,Saturday
1,3,20,23,2018,6,11,Monday
2,15,10,25,2017,9,18,Monday
2,7,16,23,2018,4,16,Monday
1,33,-3,30,2017,12,5,Tuesday
1,2,6,8,2018,8,28,Tuesday
2,12,10,22,2017,5,17,Wednseday
1,9,15,24,2018,7,2,Monday
6,10,2,12,2018,3,9,Friday
1,13,14,27,2017,12,21,Thursday
3,7,10,17,2018,5,11,Friday
3,8,6,14,2018,2,12,Monday
1,15,14,29,2017,10,19,Thursday
3,7,17,24,2018,6,26,Tuesday
3,16,11,27,2018,8,14,Tuesday
3,13,9,22,2017,5,23,Tuesday
1,7,15,22,2018,1,16,Tuesday
4,10,17,27,2018,3,30,Friday
2,21,6,27,2017,11,25,Saturday
1,11,11,22,2017,7,6,Thursday
1,7,15,22,2018,4,16,Monday
0,1,8,9,2018,7,31,Tuesday
0,26,15,41,2018,1,10,Wednseday
2,16,15,31,2017,12,5,Tuesday
0,7,18,25,2018,5,25,Friday
3,22,8,30,2018,4,17,Tuesday
4,12,15,27,2018,2,16,Friday
1,2,6,8,2018,7,23,Monday
1,6,9,15,2018,8,9,Thursday
1,7,10,17,2018,6,11,Monday
2,5,21,26,2017,10,14,Saturday
2,17,5,22,2017,11,21,Tuesday
2,7,5,12,2018,8,22,Wednseday
2,14,6,20,2018,2,14,Wednseday
1,6,18,24,2018,1,2,Tuesday
1,8,21,29,2017,12,11,Monday
2,11,12,23,2018,3,25,Sunday
8,8,13,21,2018,4,12,Thursday
7,10,10,20,2017,11,10,Friday
0,2,25,27,2018,2,6,Tuesday
4,36,-4,32,2017,12,1,Friday
1,2,7,9,2018,5,16,Wednseday
2,7,16,23,2018,6,27,Wednseday
2,8,18,26,2017,5,21,Sunday
2,10,5,15,2018,8,5,Sunday
2,13,18,31,2017,11,25,Saturday
1,14,6,20,2018,4,26,Thursday
4,43,-16,27,2018,3,6,Tuesday
4,22,5,27,2018,2,27,Tuesday
3,40,-14,26,2018,3,3,Saturday
1,7,20,27,2018,2,13,Tuesday
1,15,13,28,2018,4,23,Monday
0,22,18,40,2017,4,26,Wednseday
1,3,4,7,2018,8,20,Monday
1,2,13,15,2018,6,27,Wednseday
2,15,25,40,2018,8,8,Wednseday
1,6,20,26,2017,11,30,Thursday
1,35,19,54,2018,5,25,Friday
12,19,24,43,2018,5,30,Wednseday
8,40,-14,26,2018,5,11,Friday
2,9,14,23,2018,1,24,Wednseday
1,5,9,14,2017,11,23,Thursday
2,7,14,21,2018,8,22,Wednseday
3,12,12,24,2018,7,21,Saturday
3,10,12,22,2017,11,13,Monday
3,7,14,21,2017,8,21,Monday
2,4,19,23,2017,4,1,Saturday
5,15,16,31,2018,5,20,Sunday
1,12,14,26,2018,4,22,Sunday
2,17,5,22,2017,6,27,Tuesday
6,12,12,24,2017,9,29,Friday
1,12,17,29,2018,4,11,Wednseday
7,43,-8,35,2017,12,11,Monday
0,4,7,11,2018,8,17,Friday
0,8,14,22,2017,8,7,Monday
3,13,10,23,2017,11,14,Tuesday
0,5,18,23,2018,7,4,Wednseday
1,8,14,22,2017,5,8,Monday
0,13,12,25,2018,2,22,Thursday
6,8,10,18,2017,9,28,Thursday
4,11,12,23,2017,10,2,Monday
2,9,15,24,2018,8,4,Saturday
15,29,-7,22,2018,4,15,Sunday
3,6,25,31,2018,5,11,Friday
2,9,20,29,2017,5,30,Tuesday
0,1,14,15,2017,8,17,Thursday
5,11,16,27,2017,12,28,Thursday
2,6,20,26,2017,12,17,Sunday
1,20,-7,13,2017,7,11,Tuesday
3,10,23,33,2018,6,16,Saturday
1,7,14,21,2018,3,1,Thursday
1,13,20,33,2018,6,28,Thursday
1,8,23,31,2017,12,12,Tuesday
1,20,21,41,2017,12,6,Wednseday
6,7,7,14,2018,4,26,Thursday
1,4,10,14,2018,2,22,Thursday
1,7,6,13,2018,8,21,Tuesday
3,10,20,30,2018,4,21,Saturday
5,7,6,13,2018,3,28,Wednseday
5,12,13,25,2018,8,2,Thursday
0,4,6,10,2018,8,13,Monday
8,12,4,16,2017,9,13,Wednseday
1,2,10,12,2017,5,28,Sunday
4,6,13,19,2018,1,4,Thursday
0,18,19,37,2018,5,28,Monday
3,8,6,14,2017,11,14,Tuesday
1,12,18,30,2018,6,13,Wednseday
3,8,13,21,2018,7,2,Monday
4,12,27,39,2017,5,25,Thursday
1,2,22,24,2018,5,8,Tuesday
2,19,-1,18,2018,3,18,Sunday
2,12,20,32,2017,4,22,Saturday
4,8,32,40,2017,5,28,Sunday
1,5,0,5,2018,8,16,Thursday
3,41,-18,23,2018,2,24,Saturday
1,6,19,25,2018,7,1,Sunday
4,9,12,21,2017,10,23,Monday
0,16,15,31,2018,2,6,Tuesday
1,8,15,23,2017,5,8,Monday
4,10,9,19,2017,3,11,Saturday
2,19,14,33,2018,1,31,Wednseday
2,22,14,36,2018,1,29,Monday
1,12,14,26,2017,11,2,Thursday
1,26,-6,20,2018,3,8,Thursday
2,10,12,22,2017,11,26,Sunday
4,11,12,23,2017,10,14,Saturday
15,22,14,36,2018,5,30,Wednseday
3,15,6,21,2017,11,27,Monday
0,12,24,36,2017,7,17,Monday
1,16,8,24,2018,1,15,Monday
1,10,25,35,2018,7,2,Monday
2,11,7,18,2017,9,11,Monday
1,7,14,21,2018,6,26,Tuesday
3,4,8,12,2017,9,15,Friday
2,5,11,16,2018,7,22,Sunday
1,4,16,20,2017,8,3,Thursday
2,11,15,26,2017,8,26,Saturday
1,8,18,26,2018,1,4,Thursday
7,13,22,35,2017,5,17,Wednseday
1,6,44,50,2017,1,31,Tuesday
1,8,13,21,2018,7,26,Thursday
7,18,-1,17,2018,8,3,Friday
3,9,12,21,2018,4,16,Monday
5,22,15,37,2018,1,10,Wednseday
1,6,13,19,2017,4,26,Wednseday
1,25,29,54,2018,1,11,Thursday
1,8,21,29,2018,1,9,Tuesday
1,4,18,22,2017,5,29,Monday
0,4,14,18,2018,5,24,Thursday
21,34,10,44,2017,12,20,Wednseday
1,4,12,16,2018,8,12,Sunday
2,13,17,30,2018,6,5,Tuesday
4,7,26,33,2018,3,8,Thursday
1,11,10,21,2017,3,6,Monday
14,21,3,24,2017,11,28,Tuesday
3,26,7,33,2017,12,1,Friday
3,25,-1,24,2018,3,2,Friday
1,8,17,25,2018,1,4,Thursday
2,11,22,33,2018,6,10,Sunday
4,10,22,32,2018,7,13,Friday
1,5,16,21,2018,5,16,Wednseday
2,5,11,16,2018,1,17,Wednseday
4,32,10,42,2018,3,9,Friday
6,19,7,26,2018,1,10,Wednseday
2,11,0,11,2017,8,28,Monday
7,11,3,14,2017,11,24,Friday
5,30,8,38,2018,1,27,Saturday
8,40,-14,26,2017,11,16,Thursday
1,2,9,11,2018,6,24,Sunday
2,3,13,16,2018,1,21,Sunday
1,13,4,17,2018,3,6,Tuesday
4,11,14,25,2017,4,7,Friday
4,22,0,22,2018,3,1,Thursday
6,17,14,31,2017,11,3,Friday
2,7,21,28,2017,9,26,Tuesday
1,7,16,23,2017,8,30,Wednseday
2,11,15,26,2017,2,5,Sunday
6,10,9,19,2018,4,28,Saturday
5,10,18,28,2018,6,15,Friday
3,5,7,12,2018,3,31,Saturday
2,3,14,17,2018,7,2,Monday
1,7,13,20,2018,3,21,Wednseday
1,6,21,27,2018,7,3,Tuesday
1,10,15,25,2018,2,26,Monday
1,27,-1,26,2017,5,11,Thursday
1,10,9,19,2018,7,15,Sunday
4,10,16,26,2017,4,28,Friday
1,7,9,16,2017,10,31,Tuesday
1,19,0,19,2018,3,7,Wednseday
6,8,11,19,2017,10,12,Thursday
4,5,14,19,2018,3,24,Saturday
3,19,5,24,2018,2,11,Sunday
5,14,13,27,2017,10,25,Wednseday
3,17,18,35,2017,10,2,Monday
1,5,34,39,2017,9,28,Thursday
1,4,14,18,2017,5,25,Thursday
4,8,14,22,2018,6,11,Monday
5,9,17,26,2017,7,19,Wednseday
1,5,15,20,2017,8,10,Thursday
2,10,13,23,2017,6,12,Monday
11,19,15,34,2018,1,6,Saturday
8,36,-12,24,2018,5,11,Friday
6,23,4,27,2018,1,30,Tuesday
1,5,16,21,2017,6,1,Thursday
1,7,9,16,2018,8,13,Monday
1,13,3,16,2018,4,2,Monday
5,6,-1,5,2018,8,9,Thursday
1,4,14,18,2017,3,19,Sunday
4,16,10,26,2017,4,2,Sunday
1,6,10,16,2018,3,6,Tuesday
3,8,31,39,2018,6,22,Friday
4,20,-6,14,2017,11,24,Friday
2,8,15,23,2018,3,11,Sunday
1,16,19,35,2017,5,29,Monday
1,6,21,27,2018,5,8,Tuesday
4,25,4,29,2018,2,15,Thursday
1,3,4,7,2018,8,13,Monday
1,4,1,5,2018,8,2,Thursday
1,2,8,10,2017,9,12,Tuesday
1,4,25,29,2018,6,18,Monday
8,16,20,36,2018,2,8,Thursday
4,13,13,26,2018,5,11,Friday
6,23,-1,22,2018,3,4,Sunday
0,18,13,31,2017,12,26,Tuesday
6,10,18,28,2017,3,7,Tuesday
1,5,10,15,2018,5,2,Wednseday
0,7,20,27,2018,1,11,Thursday
3,13,22,35,2017,10,17,Tuesday
2,11,19,30,2017,8,26,Saturday
3,6,13,19,2018,7,6,Friday
1,8,7,15,2018,6,26,Tuesday
3,12,21,33,2017,2,17,Friday
1,11,16,27,2018,8,7,Tuesday
1,5,19,24,2018,3,23,Friday
3,4,13,17,2017,7,21,Friday
3,15,19,34,2017,11,24,Friday
0,7,18,25,2017,8,18,Friday
2,3,5,8,2018,7,29,Sunday
4,25,7,32,2017,9,23,Saturday
2,31,11,42,2018,5,30,Wednseday
3,9,17,26,2018,1,20,Saturday
3,13,8,21,2018,6,8,Friday
20,26,-6,20,2018,7,13,Friday
19,20,8,28,2017,11,24,Friday
1,6,15,21,2017,3,21,Tuesday
2,11,20,31,2018,2,3,Saturday
7,29,6,35,2018,2,28,Wednseday
6,10,7,17,2018,8,17,Friday
4,14,34,48,2018,5,31,Thursday
2,42,-14,28,2018,4,18,Wednseday
2,4,18,22,2017,8,20,Sunday
1,21,0,21,2017,3,15,Wednseday
3,7,23,30,2018,6,4,Monday
4,9,14,23,2017,4,3,Monday
2,4,9,13,2018,3,24,Saturday
5,13,9,22,2017,11,30,Thursday
4,9,8,17,2017,12,11,Monday
2,3,10,13,2017,8,29,Tuesday
2,7,16,23,2017,11,6,Monday
2,9,29,38,2018,5,1,Tuesday
4,14,24,38,2017,12,23,Saturday
2,11,8,19,2018,3,10,Saturday
1,9,9,18,2017,9,4,Monday
1,4,8,12,2018,3,1,Thursday
2,9,38,47,2018,6,3,Sunday
1,36,-1,35,2017,12,7,Thursday
11,18,10,28,2018,7,27,Friday
7,19,6,25,2017,8,4,Friday
0,8,15,23,2018,4,25,Wednseday
2,8,19,27,2018,6,6,Wednseday
2,30,-8,22,2018,2,25,Sunday
4,20,5,25,2018,7,14,Saturday
5,8,14,22,2017,10,18,Wednseday
16,16,16,32,2017,4,27,Thursday
9,15,5,20,2017,7,18,Tuesday
3,41,-8,33,2018,2,4,Sunday
0,4,20,24,2017,12,26,Tuesday
6,20,2,22,2017,4,19,Wednseday
3,18,13,31,2018,1,8,Monday
7,12,8,20,2017,7,5,Wednseday
0,13,8,21,2017,6,6,Tuesday
3,14,4,18,2018,2,19,Monday
5,21,14,35,2017,12,8,Friday
2,8,17,25,2017,7,23,Sunday
5,6,8,14,2018,2,21,Wednseday
0,11,21,32,2017,3,16,Thursday
2,15,6,21,2018,3,13,Tuesday
2,8,4,12,2018,8,8,Wednseday
1,9,12,21,2018,2,15,Thursday
1,5,1,6,2018,8,1,Wednseday
6,15,13,28,2017,8,1,Tuesday
7,16,-3,13,2017,7,12,Wednseday
2,17,27,44,2018,6,4,Monday
1,30,2,32,2018,2,4,Sunday
3,7,10,17,2017,3,6,Monday
10,12,8,20,2018,3,23,Friday
0,14,6,20,2017,5,12,Friday
0,17,4,21,2017,11,24,Friday
4,11,12,23,2018,2,18,Sunday
1,5,14,19,2018,4,19,Thursday
2,12,19,31,2017,12,3,Sunday
1,6,14,20,2018,4,18,Wednseday
18,25,-4,21,2017,4,7,Friday
2,19,8,27,2017,12,20,Wednseday
6,54,-34,20,2018,2,28,Wednseday
3,10,15,25,2017,2,4,Saturday
4,33,0,33,2017,11,24,Friday
3,6,41,47,2017,1,27,Friday
1,8,12,20,2018,2,22,Thursday
3,4,8,12,2017,7,2,Sunday
3,12,12,24,2018,3,24,Saturday
0,3,28,31,2017,1,17,Tuesday
1,3,17,20,2017,12,13,Wednseday
1,7,6,13,2018,8,8,Wednseday
1,7,15,22,2017,10,3,Tuesday
0,6,24,30,2017,11,14,Tuesday
4,26,5,31,2018,2,25,Sunday
2,10,10,20,2018,5,1,Tuesday
14,16,-2,14,2017,11,28,Tuesday
0,13,8,21,2018,3,8,Thursday
2,36,-13,23,2018,3,6,Tuesday
7,18,14,32,2017,3,16,Thursday
4,10,14,24,2017,11,24,Friday
2,24,6,30,2017,12,10,Sunday
6,9,27,36,2018,1,17,Wednseday
1,16,14,30,2018,1,9,Tuesday
16,17,11,28,2018,4,10,Tuesday
1,4,6,10,2018,8,26,Sunday
3,17,9,26,2018,3,17,Saturday
3,10,10,20,2018,7,14,Saturday
1,14,12,26,2017,11,16,Thursday
1,4,8,12,2018,8,5,Sunday
1,13,16,29,2017,9,21,Thursday
3,4,16,20,2017,12,15,Friday
4,18,10,28,2017,10,6,Friday
4,16,20,36,2018,2,12,Monday
1,20,15,35,2017,6,13,Tuesday
7,13,16,29,2018,8,2,Thursday
2,22,7,29,2018,1,17,Wednseday
4,13,13,26,2017,11,3,Friday
0,4,10,14,2018,8,6,Monday
1,5,25,30,2018,7,1,Sunday
2,7,10,17,2018,7,16,Monday
49,57,-24,33,2018,1,31,Wednseday
2,7,6,13,2018,8,14,Tuesday
4,19,13,32,2017,4,14,Friday
1,9,21,30,2017,9,26,Tuesday
7,21,2,23,2017,5,29,Monday
5,18,11,29,2018,3,15,Thursday
9,14,22,36,2018,6,6,Wednseday
2,7,29,36,2018,6,6,Wednseday
7,12,13,25,2018,7,26,Thursday
